Name,Type,Price per night,Host,Rating,Reviews,City
Estudio Sonniges en Grindelwald / Sunny Studio,"Alojamiento entero: piso en Grindelwald, Suiza",164,Anfitrión: Simone,"4,82",208,Bern
A los pies de la nariz,"Alojamiento entero: piso en Reichenbach im Kandertal, Suiza",62,Anfitrión: Beno,"4,96",78,Bern
Residence zum Löwen Double Room,"Habitación en Lucerna, Suiza",84,Anfitrión: Nina,,,Bern
Estudio en Mont Vully con vistas al lago Murten,"Alojamiento entero: piso en Bellerive, Suiza",70,Anfitrión: Eliane,"4,89",139,Bern
Hübeli Lodge,"Alojamiento entero: piso en Eggiwil, Suiza",82,Anfitrión: Karin,"5,0",52,Bern
Piso propio de la casa del siglo XIV,"Alojamiento entero: piso en Wimmis, Suiza",37,Anfitrión: Sara,"4,29",116,Bern
Hermoso departamento con vista a la montaña y jacuzzi,"Alojamiento entero: piso en Konolfingen, Suiza",109,Anfitrión: Ursula,"4,99",,Bern
Acogedor estudio de granja,"Alojamiento entero: piso en Schwanden Sigriswil, Suiza",62,Anfitrión: Bettina & Jürg,"4,92",84,Bern
"Acogedor apartamento de 1,5 habitaciones","Alojamiento entero: apto. residencial en Reichenbach im Kandertal, Suiza",65,Anfitrión: Katrin,"4,95",85,Bern
Precioso apartamento con buenas vistas y aparcamiento,"Alojamiento entero: piso en Erlenbach im Simmental, Suiza",77,Anfitrión: Nadine,"5,0",34,Bern
"Altbauwohnug, Berna Zentrum","Alojamiento entero: piso en Bern, Suiza",170,Anfitrión: Andrea,"4,93",60,Bern
LentulusSkyAppartement,"Alojamiento entero: piso en Bern, Suiza",133,Anfitrión: Matteo,"5,0",5,Bern
Retiros ocultos | The Eiger,"Alojamiento entero: piso en Reichenbach im Kandertal, Suiza",367,Anfitrión: Wes,"4,93",28,Bern
"Apartamento azul, casco antiguo, a 3 minutos de la estación de tren de Berna.","Habitación en apartahotel en Bern, Suiza",127,Anfitrión: Kai,"4,81",204,Bern
Acogedor estudio de granja,"Alojamiento entero: piso en Schwanden Sigriswil, Suiza",62,Anfitrión: Bettina & Jürg,"4,92",84,Bern
Habitación tranquila con ambiente japonés en Biel,"Habitación en Biel, Suiza",26,Quédate con Michèle,"4,89",142,Bern
"Preciosa azotea, aparcamiento con vistas a la montaña.","Alojamiento entero: apto. residencial en Leissigen, Suiza",165,Anfitrión: Eva Maria,"4,96",74,Bern
Weisses Haus - Top,"Alojamiento entero: piso en Beatenberg, Suiza",185,Anfitrión: Aurelija,"4,99",82,Bern
Bergwohl,"Alojamiento entero: piso en Grindelwald, Suiza",139,Anfitrión: Fabienne+Werner,"4,97",147,Bern
En el centro de Berna,"Habitación en Bern, Suiza",87,Quédate con Konni,"5,0",23,Bern
Acogedor idilio de montaña con cocina,"Alojamiento entero: piso en Wengen, Suiza",139,Anfitrión: Roland + Martina,"4,95",107,Bern
Hobbit House Appartment Gandalf,"Alojamiento entero: piso en Därligen, Suiza",154,Anfitrión: Peter,"4,71",17,Bern
Apartamento Rústico en granja,"Granja en Rüschegg Gambach, Suiza",123,Anfitrión: Anja,"5,0",9,Bern
"Habitación en la torre, casa de huéspedes a pie del monte Mount","Alojamiento entero: piso en Kriens, Suiza",60,Anfitrión: Gästehaus Im Rank Marcel & Dunja,"4,83",220,Bern
"Lugar de ensueño en el lago, senderismo de montaña, ciclismo, natación","Alojamiento entero: piso en Spiez, Suiza",75,Anfitrión: Amadeo,"4,29",203,Bern
"Apartamento de 2,5 habitaciones con patio en Liebewil","Alojamiento entero: vivienda en Köniz, Suiza",95,Anfitrión: Jacqueline,"4,90",41,Bern
Vacaciones en el Municipio de Trub im Emmental,"Alojamiento entero: vivienda en Trubschachen, Suiza",68,Anfitrión: Heinz,"4,96",117,Bern
Estudio Le Petit Ciel,"Alojamiento entero: piso en Auvernier, Suiza",93,Anfitrión: Françoise,"4,93",332,Bern
Berna a 2ZiWhg a 8 min del centro,"Alojamiento entero: piso en Bern, Suiza",98,Anfitrión: Ingrid,"4,90",80,Bern
Alójate en Emmentaler Speicher de 300 años,"Habitación en Ersigen, Suiza",43,Anfitrión: Alexander,"4,54",26,Bern
Apartamento en Plagne CH con jardín privado,"Alojamiento entero: vivienda en Plagne, Suiza",54,Anfitrión: Daniel,"4,90",144,Bern
"Apartamento de 2,5 habitaciones con patio en Liebewil","Alojamiento entero: vivienda en Köniz, Suiza",95,Anfitrión: Jacqueline,"4,90",41,Bern
Berna a 2ZiWhg a 8 min del centro,"Alojamiento entero: piso en Bern, Suiza",98,Anfitrión: Ingrid,"4,90",80,Bern
Ferienwohnung am Rinderberg,"Alojamiento entero: piso en Zweisimmen, Suiza",71,Anfitrión: Lukas,"4,83",35,Bern
"Kleines, zentrales Studio (404)","Alojamiento entero: piso en Biel, Suiza",31,Anfitrión: Theater Orchester Biel Solothurn,,,Bern
Harder,"Alojamiento entero: piso en Interlaken, Suiza",158,Anfitrión: Sonja - Interhome Group,,,Bern
EL CEDRO - Biel/Bienne,"Alojamiento entero: loft en Biel, Suiza",57,Anfitrión: Alex,"4,85",105,Bern
SwissHut Amazing Views Alps & Lake Thun,"Alojamiento entero: apto. residencial en Oberhofen am Thunersee, Suiza",127,Anfitrión: SwissHut Chalets & Apartments,"5,0",10,Bern
Apartamento panorámico directamente en el,"Alojamiento entero: piso en Sigriswil, Suiza",216,Anfitrión: Maria,"4,93",15,Bern
Vacaciones en Biel con terraza y fitness,"Alojamiento entero: piso en Biel, Suiza",107,Anfitrión: Serge,"4,78",9,Bern
Acogedor apartamento de 3 dormitorios en la estación de Burglauenen,"Alojamiento entero: piso en Grindelwald, Suiza",257,Anfitrión: Dany,"4,87",118,Bern
Estudio con cocina y ducha privada,"Habitación en Plateau de Diesse, Suiza",36,Quédate con Mikael,"4,85",13,Bern
Acogedor y cómodo apartamento en naturaleza tranquila,"Alojamiento entero: piso en Trub, Suiza",71,Anfitrión: Mike + Co,"4,98",288,Bern
Vista alpina con balcón cerca de Interlaken,"Alojamiento entero: piso en Wilderswil, Suiza",193,Anfitrión: Salome,"4,94",17,Bern
Precioso estudio con vistas al Niesen,"Alojamiento entero: piso en Reichenbach im Kandertal, Suiza",78,Anfitrión: Thomas,"4,94",50,Bern
Estudio muy cómodo,"Alojamiento entero: piso en Reichenbach im Kandertal, Suiza",73,Anfitrión: Manuela,"4,96",99,Bern
Apartamento de 1 dormitorio con chimenea y terraza privada,"Alojamiento entero: piso en Oberdiessbach, Suiza",81,Anfitrión: Danja-Maria,"5,0",,Bern
Cabaña suiza con vistas increíbles a los Alpes y al lago Thun,"Alojamiento entero: apto. residencial en Sigriswil, Suiza",213,Anfitrión: SwissHut Chalets & Apartments,"4,92",50,Bern
Alojamiento con encanto en el puesto de la policía anterior,"Alojamiento entero: piso en Niederscherli, Suiza",96,Anfitrión: Susanne Und Ryan,"4,96",78,Bern
Ferienwohnung im Prenzlauer Berg,"Alojamiento entero: piso en Berlín, Alemania",200,Anfitrión: Fatos,"5,0",27,Berlin
Apartamento para 5 personas en el centro,"Alojamiento entero: piso en Berlín, Alemania",127,Anfitrión: Svitlana,"5,0",4,Berlin
Apartamento de lujo en pleno Berlín 4,"Alojamiento entero: piso en Berlín, Alemania",90,Anfitrión: Wuang,,,Berlin
Increíble apartamento por P&M en Prenzlauer Berg,"Alojamiento entero: apto. residencial en Berlín, Alemania",141,Anfitrión: Polina,"4,84",176,Berlin
Apartamento para 8 personas en el centro,"Alojamiento entero: piso en Berlín, Alemania",215,Anfitrión: Svitlana,"4,80",5,Berlin
Bonito apartamento y bonito lugar,"Alojamiento entero: piso en Berlín, Alemania",122,Anfitrión: Lana,,,Berlin
Heartbeat of Berlin: Stay by East Side Gallery.,"Alojamiento entero: piso en Berlín, Alemania",300,Anfitrión: Markus,"4,91",11,Berlin
Apartamento antiguo en Neukölln cerca de Tempelhofer Feld,"Alojamiento entero: piso en Berlín, Alemania",197,Anfitrión: Ferhat Leon,"5,0",13,Berlin
Apartamento 3 al lado de Warschauer Platz y Spree,"Alojamiento entero: piso en Berlín, Alemania",102,Anfitrión: Lev,"4,70",23,Berlin
Apartamento de 3 habitaciones B1,"Alojamiento entero: piso en Berlín, Alemania",170,Anfitrión: Duc Son,"4,64",176,Berlin
405 * Apartamento urbano en la zona superior *,"Alojamiento entero: piso en Berlín, Alemania",246,Anfitrión: Douglas,,,Berlin
primeflats - Apartment Langhans Berlin Weißensee,"Alojamiento entero: apartamento con servicios en Berlín, Alemania",126,Anfitrión: Primeflats,,,Berlin
Apartamento 1 junto a Warschauer Platz and Spree,"Habitación en apartahotel en Berlín, Alemania",109,Anfitrión: Lev,"4,84",25,Berlin
2Rms GRAN piso centro de la ciudad Mitte1A ubicación privilegiada,"Alojamiento entero: piso en Berlín, Alemania",183,Anfitrión: Lana,"4,47",83,Berlin
Acogedor apartamento cerca de la Isla de los Museos. Entrada independiente.,"Alojamiento entero: suite con entrada independiente en Berlín, Alemania",200,Anfitrión: Lyudmila,"4,69",61,Berlin
2132 * Lugares emblemáticos del centro de la ciudad,"Alojamiento entero: piso en Berlín, Alemania",372,Anfitrión: Douglas,,,Berlin
Apartamento XXL en el corazón de Berlín en Alexander Platz,"Alojamiento entero: piso en Berlín, Alemania",167,Anfitrión: Stefan,"4,48",,Berlin
NUEVO Y ACOGEDOR GRAN CENTRO@ROSENTHALER PLATZ,"Alojamiento entero: piso en Berlín, Alemania",283,Anfitrión: Eugen,"4,67",105,Berlin
Hotel Comenius - Mezzanine Double Bed and Bunkbed,"Habitación en hotel en Berlín, Alemania",139,Anfitrión: Marco,"4,59",17,Berlin
Una habitación en la mano,"Habitación privada en: piso en Berlín, Alemania",45,Anfitrión: Abdalla,,,Berlin
Acogedor apartamento tipo estudio en Friedrichshain,"Alojamiento entero: piso en Berlín, Alemania",65,Anfitrión: Gian Luca,"4,50",,Berlin
Apartamento arquitectónico en Kreuzberg,"Alojamiento entero: piso en Berlín, Alemania",78,Anfitrión: Jan,"4,72",457,Berlin
numa I Suite Espaciosa en Checkpoint Charlie,"Alojamiento entero: apartamento con servicios en Berlín, Alemania",96,Anfitrión: Numa Arc,"4,63",,Berlin
Piso acogedor y tranquilo en Prenzlauer Berg,"Alojamiento entero: piso en Berlín, Alemania",103,Anfitrión: Lisa,"4,92",12,Berlin
numa | Habitación moderna con registro de entrada digital,"Alojamiento entero: apartamento con servicios en Berlín, Alemania",93,Anfitrión: Numa Drift,"4,77",,Berlin
Apartamento Kiez en Alexanderplatz!,"Alojamiento entero: piso en Berlín, Alemania",86,Anfitrión: Arthur,"4,64",14,Berlin
numa | Acogedor estudio en la vibrante Friedrichshain,"Alojamiento entero: apartamento con servicios en Berlín, Alemania",82,Anfitrión: Numa Boxer,"4,71",,Berlin
Stayery | Estudio moderno cerca de Boxhagener Platz,"Alojamiento entero: apartamento con servicios en Berlín, Alemania",87,Anfitrión: Stayery,"4,74",830,Berlin
Apartamento para 3 personas en el centro,"Alojamiento entero: piso en Berlín, Alemania",102,Anfitrión: Svitlana,"5,0",3,Berlin
Acogedor Apartamento Tranquilo en Centro de Berlín,"Alojamiento entero: piso en Berlín, Alemania",96,Anfitrión: Lars,"4,64",184,Berlin
Generador Mitte: cama en un dormitorio de 4 camas.,"Habitación en Berlín, Alemania",32,Anfitrión: Generator,"4,43",1224,Berlin
"4 Elegante, fresco, encantador, decorado, moderno","Alojamiento entero: piso en Berlín, Alemania",100,Anfitrión: Dietrich,"4,66",271,Berlin
Hermoso studio en Viktoria Park,"Alojamiento entero: piso en Berlín, Alemania",99,Anfitrión: Fulvia,"4,42",187,Berlin
Hay algo especial .,"Alojamiento entero: piso en Berlín, Alemania",78,Anfitrión: BerlinSurfHostel,"4,75",487,Berlin
Rosenthaler Platz 60qm Loft Flat,"Alojamiento entero: piso en Berlín, Alemania",76,Anfitrión: Howy,"4,83",147,Berlin
numa | Habitación doble moderna en la animada Charlottenburg,"Alojamiento entero: apartamento con servicios en Berlín, Alemania",80,Anfitrión: Numa Savi,"4,71",,Berlin
Hay algo especial .,"Alojamiento entero: piso en Berlín, Alemania",78,Anfitrión: BerlinSurfHostel,"4,75",487,Berlin
Top Spot in Mitte,"Alojamiento entero: piso en Berlín, Alemania",216,Anfitrión: Martin,"4,83",416,Berlin
Apartamento pequeño pero bonito,"Alojamiento entero: piso en Berlín, Alemania",75,Anfitrión: Reno,"4,30",430,Berlin
Acogedor apartamento pequeño en Friedrichshain,"Alojamiento entero: piso en Berlín, Alemania",120,Anfitrión: Selina,,,Berlin
Apartamento de 2 habitaciones A2,"Alojamiento entero: piso en Berlín, Alemania",146,Anfitrión: Duc Son,"4,54",59,Berlin
En Alexanderplatz con una vista de la torre de televisión!,"Alojamiento entero: apto. residencial en Berlín, Alemania",96,Anfitrión: Arthur,"4,43",14,Berlin
¡Justo en Alexanderplatz!,"Alojamiento entero: piso en Berlín, Alemania",99,Anfitrión: Arthur,"4,84",77,Berlin
Apartamento nuevo en el corazón de Friedrichshain,"Alojamiento entero: piso en Berlín, Alemania",173,Anfitrión: Sebghatullah,"5,0",4,Berlin
Apartamento de lujo en pleno Berlín 7,"Alojamiento entero: piso en Berlín, Alemania",90,Anfitrión: Wuang,"5,0",3,Berlin
Acogedor estudio 4 huéspedes tranquilos solo con StayBearlin,"Alojamiento entero: piso en Berlín, Alemania",132,Anfitrión: Alan & Kasia StayBearlin,"4,61",294,Berlin
mejor situado Apartamento/Bergmannkiez/Potsdamer Platz,"Alojamiento entero: piso en Berlín, Alemania",100,Anfitrión: Pascal,"4,54",230,Berlin
Apartamento en el último piso de Berlín,"Alojamiento entero: piso en Berlín, Alemania",85,Anfitrión: Peter,"4,48",433,Berlin
Neukölln ... ¡muy especial!Apto. No.4,"Alojamiento entero: piso en Berlín, Alemania",66,Anfitrión: BerlinSurfHostel,"4,72",222,Berlin
Apartamento elegante y amigable con la música,"Alojamiento entero: piso en Berlín, Alemania",79,Anfitrión: Natalia,"4,82",203,Berlin
Nuevo apartamento de arquitectura en el centro de Berlín,"Alojamiento entero: piso en Berlín, Alemania",129,Anfitrión: Fiete,"5,0",3,Berlin
Central Stylish Sweet Studio G,"Alojamiento entero: loft en Berlín, Alemania",102,Anfitrión: Sam,"4,75",135,Berlin
Flattering Berlin 4-7,"Alojamiento entero: piso en Berlín, Alemania",161,Anfitrión: Flattering,"4,37",30,Berlin
Alojamiento con encanto en Kreuzberg,"Alojamiento entero: piso en Berlín, Alemania",110,Anfitrión: Kevin,"4,84",323,Berlin
Impresionante loft de diseño en la mejor ubicación de Kreuzberg,"Alojamiento entero: loft en Berlín, Alemania",180,Anfitrión: Pablo,"4,96",26,Berlin
Apartamento de 2 habitaciones A4,"Alojamiento entero: piso en Berlín, Alemania",110,Anfitrión: Duc Son,"4,48",120,Berlin
Apartamento de 1 habitación,"Alojamiento entero: piso en Berlín, Alemania",68,Anfitrión: Oussama,,,Berlin
Doble Hotel Gat Point Charlie Berlin,"Habitación en hotel en Berlín, Alemania",102,Anfitrión: Hotel Gat Point Charlie,"4,56",1005,Berlin
Kreuzberg...muy especial!!,"Alojamiento entero: piso en Berlín, Alemania",94,Anfitrión: BerlinSurfHostel,"4,76",506,Berlin
"Saludos, entonces el hotel","Alojamiento entero: piso en Berlín, Alemania",115,Anfitrión: Bilal,"3,80",5,Berlin
Apartamento agradable en Prenzlauer Berg,"Alojamiento entero: piso en Berlín, Alemania",120,Anfitrión: Paulina,"4,95",101,Berlin
Acogedor apartamento hippie en Neukölln,"Alojamiento entero: piso en Berlín, Alemania",120,Anfitrión: Maria,"4,73",11,Berlin
¡PRECIO ESPECIAL! ¡Zona de Boxi! piso de 5 personas,"Alojamiento entero: piso en Berlín, Alemania",86,Anfitrión: Bert,"4,70",274,Berlin
Apartamento de lujo en pleno Berlín 5,"Alojamiento entero: piso en Berlín, Alemania",90,Anfitrión: Wuang,,,Berlin
NUEVO - Hermoso loft en el patio trasero directamente en Kreuzberg,"Alojamiento entero: loft en Berlín, Alemania",115,Anfitrión: Kevin,"4,82",188,Berlin
Bonito y gran sótanoen el canal kreuzberg,"Alojamiento entero: piso en Berlín, Alemania",97,Anfitrión: Mario,,,Berlin
acogedor y tranquilo apartamento junto a Berghain,"Alojamiento entero: piso en Berlín, Alemania",144,Anfitrión: Jana,"4,67",,Berlin
"Acogedor loft, ideal para disfrutar de Berlín","Alojamiento entero: piso en Berlín, Alemania",122,Anfitrión: Marc,"4,63",129,Berlin
Apartamento A3 de 1 habitación,"Alojamiento entero: piso en Berlín, Alemania",90,Anfitrión: Duc Son,"4,62",79,Berlin
Apartamento de vacaciones en Berlin Mitte-Wedding,"Alojamiento entero: piso en Berlín, Alemania",95,Anfitrión: Steffi,"4,32",365,Berlin
Estudio en el centro de KREUZBERG *Legal*,"Alojamiento entero: piso en Berlín, Alemania",63,Anfitrión: Xperior,"4,47",294,Berlin
Apto. 3 • céntrico • metro • terraza,"Alojamiento entero: piso en Berlín, Alemania",131,Anfitrión: Derek,,,Berlin
Estudio en el centro de KREUZBERG *Legal*,"Alojamiento entero: piso en Berlín, Alemania",63,Anfitrión: Xperior,"4,47",294,Berlin
204 * El mejor lugar para estar en el centro de la ciudad *,"Alojamiento entero: piso en Berlín, Alemania",264,Anfitrión: Douglas,,,Berlin
Apartamento de vacaciones en Berlin Mitte-Wedding,"Alojamiento entero: piso en Berlín, Alemania",95,Anfitrión: Steffi,"4,32",365,Berlin
Apto. 3 • céntrico • metro • terraza,"Alojamiento entero: piso en Berlín, Alemania",131,Anfitrión: Derek,,,Berlin
Acogedor apartamento cerca de relajantes CAFETERÍAS VERDES,"Alojamiento entero: piso en Berlín, Alemania",138,Anfitrión: Frank,"4,76",168,Berlin
"Ap Kreuzberg, 4 dormitorios únicos","Alojamiento entero: piso en Berlín, Alemania",129,Anfitrión: Florian,,,Berlin
numa I Habitación para 2 personas en Checkpoint Charlie,"Alojamiento entero: apartamento con servicios en Berlín, Alemania",134,Anfitrión: Numa Arc,"4,65",,Berlin
Apartamento en Berlin Moabit con terraza,"Alojamiento entero: piso en Berlín, Alemania",96,Anfitrión: Bilal,"4,88",17,Berlin
Apartamento de edificio antiguo P-Berg con balcón.,"Habitación en Berlín, Alemania",80,Anfitrión: Marcel,"5,0",13,Berlin
Habitación en Berlín | PrenzlBerg 11,"Habitación en hotel en Berlín, Alemania",99,Anfitrión: Sotirios,"4,67",12,Berlin
Berlinkiez,"Alojamiento entero: piso en Berlín, Alemania",164,Anfitrión: Favorent,"5,0",7,Berlin
B182 Wilmersdorf City West - 67m²,"Alojamiento entero: piso en Berlín, Alemania",130,Anfitrión: Jörn,"4,44",257,Berlin
numa | Suite contemporánea en Berlín Wilmersdorf,"Alojamiento entero: apartamento con servicios en Berlín, Alemania",134,Anfitrión: Numa Novela,"4,64",,Berlin
Acogedor apartamento con estilo y cama LOFT S,"Alojamiento entero: piso en Berlín, Alemania",91,Anfitrión: Sam,"4,87",55,Berlin
1 habitación I 44m² I Balcón I Comfort,"Alojamiento entero: piso en Berlín, Alemania",109,Anfitrión: Raja Jooseppi,"4,86",36,Berlin
NEW FANCE FLAT CITY CENTER MITTE BEST LOCATION,"Alojamiento entero: piso en Berlín, Alemania",165,Anfitrión: Eugen,"4,60",169,Berlin
Piso atractivo cerca de Charlottenburg y del centro de la ciudad,"Alojamiento entero: apto. residencial en Berlín, Alemania",119,Anfitrión: Tony,"4,50",,Berlin
Loft en el corazón de Berlín 1.1,"Alojamiento entero: loft en Berlín, Alemania",118,Anfitrión: Martina & Charlotte (MaCha),"4,84",273,Berlin
Piso atractivo cerca de Charlottenburg y del centro de la ciudad,"Alojamiento entero: apto. residencial en Berlín, Alemania",119,Anfitrión: Tony,"4,50",,Berlin
Sala de visitas con jardín,"Habitación en Berlín, Alemania",47,Quédate con Björn,,,Berlin
Gran apartamento en la mejor ubicación de Berlín.,"Alojamiento entero: piso en Berlín, Alemania",95,Anfitrión: Miguel,"4,70",10,Berlin
"Maravilloso apartamento en el centro de Berlín, Charlottenburg","Alojamiento entero: piso en Berlín, Alemania",85,Anfitrión: Alessa,"4,80",10,Berlin
Demasiado bueno para ser verdad: ¡Berlín Friedrichshain!,"Alojamiento entero: piso en Berlín, Alemania",80,Anfitrión: Apostolos,"4,91",434,Berlin
Apartamento de maisonette de 4 habitaciones de Youngster de 50 metros cuadrados cerca del centro,"Alojamiento entero: piso en Berlín, Alemania",166,Anfitrión: Fabian,"4,80",44,Berlin
moderno y céntrico estudio cerca de Alexanderplatz,"Alojamiento entero: piso en Berlín, Alemania",115,Anfitrión: Julian,"4,82",325,Berlin
Apartamento estudio moderno,"Alojamiento entero: piso en Berlín, Alemania",87,Anfitrión: Vincent,"5,0",7,Berlin
"7 estilo loft, muy bien decorado, barrio animado","Alojamiento entero: piso en Berlín, Alemania",118,Anfitrión: Dietrich,"4,93",75,Berlin
Apartamento R Prenzl. Berg cerca de Alexander Platz,"Alojamiento entero: piso en Berlín, Alemania",210,Anfitrión: Georgy,"4,63",40,Berlin
Habitación privada en el centro de Friedrichshain,"Habitación en Berlín, Alemania",70,Quédate con Markus,"4,84",25,Berlin
Departamentos Engelfittich,"Alojamiento entero: piso en Berlín, Alemania",140,Anfitrión: Oliver,"4,63",92,Berlin
Ciudad de Berlín 2,"Alojamiento entero: piso en Berlín, Alemania",74,Anfitrión: Murat,,,Berlin
numa I Apartamento familiar con vistas a Warschauer Straße,"Alojamiento entero: apartamento con servicios en Berlín, Alemania",154,Anfitrión: Numa Kater,"4,47",,Berlin
103 * GRAN apartamento en el centro de la ciudad,"Alojamiento entero: piso en Berlín, Alemania",210,Anfitrión: Douglas,,,Berlin
Acogedor apartamento estudio en el centro,"Alojamiento entero: piso en Berlín, Alemania",130,Anfitrión: Mia,"4,88",8,Berlin
"Céntrico, acogedor y único","Alojamiento entero: piso en Berlín, Alemania",130,Anfitrión: Henrik,"4,87",711,Berlin
Un acogedor estudio FridayBerlin,"Alojamiento entero: piso en Berlín, Alemania",100,Anfitrión: Agnieszka,"4,61",311,Berlin
Bonito y tranquilo apartamento en Berlín-Mitte,"Alojamiento entero: piso en Berlín, Alemania",105,Anfitrión: Hans,"4,81",274,Berlin
Acogedor apartamento estudio en el centro,"Alojamiento entero: piso en Berlín, Alemania",130,Anfitrión: Mia,"4,88",8,Berlin
Bonito apartamento de vacaciones en Berlin-Mitte,"Alojamiento entero: piso en Berlín, Alemania",95,Anfitrión: Hans,"4,83",364,Berlin
Apartamento de alta calidad en Kiez-Kreuzberg / Berlin-4L,"Alojamiento entero: piso en Berlín, Alemania",149,Anfitrión: Tuncay,"4,74",38,Berlin
Pulsing loft en Kreuzberg,"Alojamiento entero: loft en Berlín, Alemania",156,Anfitrión: Martina & Charlotte (MaCha),"4,76",321,Berlin
Super-City-Apartamento 1&2 am Checkpoint Charlie,"Alojamiento entero: piso en Berlín, Alemania",180,Anfitrión: Axel,"4,85",122,Berlin
BIG CENTRAL BERLIN CITY MITTE 4RMS FLAT 1ALOCATION,"Alojamiento entero: piso en Berlín, Alemania",281,Anfitrión: Lana,"4,35",79,Berlin
Apartamento en bosque de abedul en una calle tranquila en Moabit (Mitte),"Alojamiento entero: piso en Berlín, Alemania",75,Anfitrión: Hilda,,,Berlin
"Apartamento del piso superior ""MAJAKOWSKIRING""","Alojamiento entero: piso en Berlín, Alemania",150,Anfitrión: Ines,"4,84",280,Berlin
Loft en el corazón de Berlín 1.2,"Alojamiento entero: loft en Berlín, Alemania",142,Anfitrión: Martina & Charlotte (MaCha),"4,82",180,Berlin
Apartamento 9 am Görlitzer Park Berlin - Kreuzberg,"Alojamiento entero: piso en Berlín, Alemania",145,Anfitrión: Stella,"4,78",227,Berlin
numa | Suite elegante y espaciosa en Boxhagener Platz,"Alojamiento entero: apartamento con servicios en Berlín, Alemania",117,Anfitrión: Numa | Sketch,"4,67",,Berlin
Estudio de artista en Berlín - Prenzlauer Berg,"Alojamiento entero: loft en Berlín, Alemania",120,Anfitrión: Georg,"4,91",22,Berlin
"Auténtico y espacioso apartamento tipo loft, muy céntrico","Alojamiento entero: piso en Berlín, Alemania",150,Anfitrión: Jonas,"4,66",113,Berlin
Impresionante apartamento de 2 dormitorios en Prenzlauerberg,"Alojamiento entero: piso en Berlín, Alemania",129,Anfitrión: Mike,"4,76",220,Berlin
Amplio apartamento de destilería de ginebra central,"Alojamiento entero: piso en Berlín, Alemania",146,Anfitrión: David,"4,84",134,Berlin
En el corazón de Neuköllner Kiez ;)Real Berlin Feeling!,"Alojamiento entero: piso en Berlín, Alemania",95,Anfitrión: Villiam,"5,0",10,Berlin
Acogedor apartamento para 3 personas en el corazón de Berlín,"Alojamiento entero: piso en Berlín, Alemania",105,Anfitrión: Mia,"4,57",103,Berlin
#509 Sé mi huésped,"Alojamiento entero: apartamento con servicios en Berlín, Alemania",102,Anfitrión: Apartmently,"4,92",25,Berlin
En el corazón de Neuköllner Kiez ;)Real Berlin Feeling!,"Alojamiento entero: piso en Berlín, Alemania",95,Anfitrión: Villiam,"5,0",10,Berlin
Central Chestnut-Tree Garden House,"Alojamiento entero: piso en Berlín, Alemania",142,Anfitrión: David,"4,68",190,Berlin
Apartamento acogedor junto al arroyo Cerca de autobuses y autobuses,"Alojamiento entero: piso en Berlín, Alemania",119,Anfitrión: Alex,"4,51",,Berlin
City Garden Flat In Green Kreuzberg - Nuevo,"Alojamiento entero: loft en Berlín, Alemania",84,Anfitrión: Carsten,"4,89",240,Berlin
Apartamento artístico en Kreuzkölln,"Alojamiento entero: piso en Berlín, Alemania",112,Anfitrión: Mariana,,,Berlin
Apartamento en el centro de Berlín!,"Alojamiento entero: piso en Berlín, Alemania",130,Anfitrión: Johann,"4,89",93,Berlin
Bonito apartamento en Prenzlauer Berg,"Alojamiento entero: piso en Berlín, Alemania",168,Anfitrión: Stella,"4,89",9,Berlin
Alojamiento único en el centro de Berlín,"Alojamiento entero: loft en Berlín, Alemania",137,Anfitrión: Spreeresidence,"4,53",158,Berlin
Mitte Berlin,"Alojamiento entero: piso en Berlín, Alemania",126,Anfitrión: Wuang,"4,0",4,Berlin
Apart. Kudamm Seitenstr. 4Pax,"Alojamiento entero: piso en Berlín, Alemania",130,Anfitrión: Emil,,,Berlin
#505 Sé mi huésped,"Alojamiento entero: apartamento con servicios en Berlín, Alemania",128,Anfitrión: Apartmently,"4,82",76,Berlin
Acogedora habitación privada en Berlín,"Habitación en Berlín, Alemania",94,Quédate con Yamen,"4,92",12,Berlin
Apartamento de 3 dormitorios en Kreuzberg,"Alojamiento entero: piso en Berlín, Alemania",192,Anfitrión: Dennis,"5,0",9,Berlin
Apartamento céntrico y espacioso para artistas cerca del parque,"Alojamiento entero: piso en Berlín, Alemania",95,Anfitrión: Lars,"4,69",133,Berlin
Apartamento en Berlín♡ Oriental en Friedrichshain ♡,"Alojamiento entero: piso en Berlín, Alemania",125,Anfitrión: Arne,"4,78",,Berlin
Apartamento para familias en el corazón de Berlín,"Alojamiento entero: piso en Berlín, Alemania",95,Anfitrión: Annett,"4,93",27,Berlin
Acogedor estudio en Berlín,"Habitación privada en: apto. residencial en Berlín, Alemania",68,Anfitrión: Hassan,"5,0",,Berlin
"2,5 Habitaciones con patio y balcones","Alojamiento entero: piso en Berlín, Alemania",150,Anfitrión: Sara,"4,71",187,Berlin
Acogedora habitación en el corazón de Prenzlauer Berg,"Alojamiento entero: apto. residencial en Berlín, Alemania",96,Anfitrión: Ana,"4,78",,Berlin
Apartamento tipo estudio en Berlín Prenzlauer Berg,"Alojamiento entero: piso en Berlín, Alemania",98,Anfitrión: Daniel,"4,90",221,Berlin
Apartamento de 3 dormitorios en Kreuzberg,"Alojamiento entero: piso en Berlín, Alemania",192,Anfitrión: Dennis,"5,0",9,Berlin
