Name,Type,Price per night,Host,Rating,Reviews,City
Apartamento de 2 habitaciones con vistas a las montañas y al castillo,"Alojamiento entero: piso en Steffisburg, Suiza",103,Anfitrión: Ursula,"4,97",88,bern
La casa en azoteas y la casa del lago se vuelve a publicar en la cuenta de los propietarios.,"Alojamiento entero: vivienda en Montreux, Suiza",359,Anfitrión: Claudia,"4,98",44,bern
Casa acogedora Natur-/Stadtnah cerca de Berna,"Alojamiento entero: vivienda en Köniz, Suiza",233,Anfitrión: Anneke,"4,75",,bern
Apartamento Wohn(t)raum,"Alojamiento entero: piso en Herbetswil, Suiza",81,Anfitrión: Frank,,,bern
"Oasis tranquilo, apartamento de 2 dormitorios Suiza, Biel/Bienne","Alojamiento entero: piso en Biel, Suiza",67,Anfitrión: Simone / Emil,"4,94",104,bern
Armotti: ultra comodidad con la mejor velocidad de internet,"Alojamiento entero: apartamento con servicios en Bern, Suiza",233,Anfitrión: Bruna,"4,96",53,bern
Pequeño apartamento en Neuchâtel,"Alojamiento entero: piso en Neuchâtel, Suiza",88,Anfitrión: Olivier,,,bern
Cabaña moderna con vistas únicas en Gruyère,"Alojamiento entero: chalet en Crésuz, Suiza",150,Anfitrión: Delphine,"4,98",121,bern
Habitación tranquila en el centro de Berna,"Habitación en Bern, Suiza",61,Anfitrión: Claudio,"4,97",30,bern
Habitación en un bonito apartamento de un edificio antiguo,"Habitación en Bern, Suiza",72,Quédate con Naja,,,bern
Apartamento con vistas al lago en la preciosa Oberhofen,"Alojamiento entero: piso en Oberhofen am Thunersee, Suiza",186,Anfitrión: Nicole,"4,89",,bern
Chalet con vistas a la montaña,"Alojamiento entero: piso en Diemtigen, Suiza",78,Anfitrión: Nicolai,"4,98",350,bern
Cabaña con encanto,"Alojamiento entero: vivienda en Neuenegg, Suiza",251,Anfitrión: Rina,"4,86",,bern
"Casa-Margarita: apartamento de 2,5 habitaciones, buena vista.","Alojamiento entero: apto. residencial en Sigriswil, Suiza",202,Anfitrión: Torsten,"4,98",,bern
Casa acogedora Natur-/Stadtnah cerca de Berna,"Alojamiento entero: vivienda en Köniz, Suiza",233,Anfitrión: Anneke,"4,75",,bern
Estancia en pleno campo en una granja renovada,"Granja en Sâles, Suiza",72,Anfitrión: Marianne,"5,0",5,bern
Apartamento de 2 habitaciones con vistas a las montañas y al castillo,"Alojamiento entero: piso en Steffisburg, Suiza",103,Anfitrión: Ursula,"4,97",88,bern
Apartamento nuevo entre Berna y Thun,"Alojamiento entero: piso en Rubigen, Suiza",124,Anfitrión: Regula,,,bern
Idílica casa de madera en el borde del bosque,"Alojamiento entero: vivienda en Leubringen, Suiza",153,Anfitrión: Andrea,"5,0",11,bern
Villars-sur-Glâne - estudio independiente,"Alojamiento entero: piso en Villars-sur-Glâne, Suiza",62,Anfitrión: Christine,"4,99",92,bern
Barock Departamento,"Alojamiento entero: piso en Bern, Suiza",128,Anfitrión: Jessica,"4,74",34,bern
Armotti: ultra comodidad con la mejor velocidad de internet,"Alojamiento entero: apartamento con servicios en Bern, Suiza",233,Anfitrión: Bruna,"4,96",53,bern
Un paraíso familiar.,"Alojamiento entero: piso en Toffen, Suiza",80,Anfitrión: Christian,"4,95",199,bern
"Lujoso,accesible,gran apartamento de 1 dormitorio, ¡vistacompleta del Eiger!","Alojamiento entero: apto. residencial en Grindelwald, Suiza",198,Anfitrión: Reto,"4,94",62,bern
"""caroleandclaus""Precioso apartamento en Berna-Wabern","Alojamiento entero: piso en Köniz, Suiza",155,Anfitrión: Caroline,"5,0",19,bern
Apartamento Sunside Sunside Sun Coast en Thunersee,"Alojamiento entero: piso en Hilterfingen, Suiza",111,Anfitrión: Lukas,"4,96",82,bern
"""caroleandclaus""Precioso apartamento en Berna-Wabern","Alojamiento entero: piso en Köniz, Suiza",155,Anfitrión: Caroline,"5,0",19,bern
Pipin 's Studio,"Alojamiento entero: suite con entrada independiente en Ostermundigen, Suiza",88,Anfitrión: Laurent,"4,82",168,bern
Un paraíso familiar.,"Alojamiento entero: piso en Toffen, Suiza",80,Anfitrión: Christian,"4,95",199,bern
Chalet Gurnigelbad - con jardín y sauna,"Alojamiento entero: chalet en Rüti bei Riggisberg, Suiza",102,Anfitrión: Andreas Vom Bernapark,"4,91",81,bern
"Apartamento de 2,5 habitaciones en el centro del casco antiguo de Thun.","Alojamiento entero: piso en Thun, Suiza",119,Anfitrión: Werner,"4,97",35,bern
Apartamento Wohn(t)raum,"Alojamiento entero: piso en Herbetswil, Suiza",81,Anfitrión: Frank,,,bern
Gîtes du Gore Virat,"Alojamiento entero: piso en Corcelles, Suiza",130,Anfitrión: Pierre,"4,97",144,bern
Vivir en un entorno histórico en Berna,"Alojamiento entero: piso en Bern, Suiza",102,Anfitrión: Cornelia,"4,78",23,bern
"Te damos la bienvenida a Chalet, cerca de la ciudad de Berna","Alojamiento entero: piso en Köniz, Suiza",114,Anfitrión: Daniela,"4,97",106,bern
Moderno y cómodo - Estudio Evasión en Gruyère,"Alojamiento entero: piso en Hauteville, Suiza",78,Anfitrión: Alina,"4,89",9,bern
SwissHut Amazing Views Alps & Lake Thun,"Alojamiento entero: apto. residencial en Oberhofen am Thunersee, Suiza",187,Anfitrión: SwissHut Chalets & Apartments,"4,96",23,bern
Alojamiento familiar con encanto,"Alojamiento entero: piso en Ostermundigen, Suiza",123,Anfitrión: Joyce,,,bern
Apartamento luminoso de 1 habitación muy acogedor —-,"Alojamiento entero: piso en Bern, Suiza",58,Anfitrión: Stefanie,"4,40",5,bern
"Alojamiento en estudio fotográfico, aseo privado y ducha","Alojamiento entero: apto. residencial en Münsingen, Suiza",55,Anfitrión: Stefan,"4,86",58,bern
"Acogedor apartamento de 1,5 habitaciones","Alojamiento entero: piso en Bleienbach, Suiza",61,Anfitrión: Claudia,"4,90",41,bern
Lugar mágico de Beatenberg y habitación para huéspedes compartida,"Habitación en Beatenberg, Suiza",197,Quédate con Gerti,"4,83",570,bern
Casa de vacaciones independiente en el Emmental,"Alojamiento entero: vivienda en Eggiwil, Suiza",128,Anfitrión: Marcel Und Tanja,"5,0",11,bern
"Acogedor, único y elegante junto al lago y las montañas","Alojamiento entero: piso en Bürglen, Suiza",207,Anfitrión: Jos,"4,99",313,bern
Hermoso ático cerca del lago Müggelsee,"Alojamiento entero: loft en Berlín, Alemania",53,Anfitrión: Dana Bianca,,,berlin
Apartamento de 74 metros cuadrados en Berlín-Charlottenburg,"Alojamiento entero: piso en Berlín, Alemania",77,Anfitrión: Tristan,,,berlin
Apartamento doble en Frankfurter Allee,"Alojamiento entero: piso en Berlín, Alemania",75,Anfitrión: Flo,,,berlin
Suite Home Two-Bedroom Apartment,"Alojamiento entero: apartamento con servicios en Berlín, Alemania",214,Anfitrión: SANA Berlin Residence,"4,79",419,berlin
"Nena Apartments Metropolpark ""Studio""","Habitación en apartahotel en Berlín, Alemania",117,Anfitrión: Nena Apartments Metropolpark Berlin,"4,53",,berlin
Terraza en el Wintergarten – 86 m²,"Alojamiento entero: piso en Berlín, Alemania",205,Anfitrión: Peter,"4,92",25,berlin
Piso acogedor y tranquilo en Prenzlauer Berg,"Alojamiento entero: piso en Berlín, Alemania",99,Anfitrión: Lisa,"4,92",12,berlin
Ático en el corazón de Berlín,"Alojamiento entero: piso en Berlín, Alemania",190,Anfitrión: Raphael,,,berlin
"Hermoso, luminoso, con buenas vistas al campo","Alojamiento entero: apto. residencial en Berlín, Alemania",80,Anfitrión: Berlina,,,berlin
Stadtflucht Penthouse 5.2.2,"Alojamiento entero: piso en Berlín, Alemania",149,Anfitrión: Olaf,"5,0",15,berlin
Design-Studio Bergmannkiez,"Alojamiento entero: piso en Berlín, Alemania",92,Anfitrión: Daniel,"5,0",30,berlin
Traum Apartment mit 150 m²,"Alojamiento entero: piso en Berlín, Alemania",195,Anfitrión: Thomas,"5,0",12,berlin
Loft de lujo de nuevo diseño en el moderno Prenzlauer Berg,"Alojamiento entero: loft en Berlín, Alemania",200,Anfitrión: Ralph,"4,98",49,berlin
Apartamento CÉNTRICO Y CÓMODO en Prenzlauer Berg cerca de Mitte,"Alojamiento entero: apto. residencial en Berlín, Alemania",89,Anfitrión: Benedikt&Edi,"4,97",276,berlin
"Loft- Mejor ubicación, 90m2, 2 baños, 2 Balcón, tranquilo.","Alojamiento entero: loft en Berlín, Alemania",189,Anfitrión: Damian,"5,0",43,berlin
2 encantadores apartamentos de 2 habitaciones en Berlín Mitte,"Alojamiento entero: piso en Berlín, Alemania",129,Anfitrión: Kristian,"4,66",130,berlin
Exquisito 100 metros cuadrados an der Spree,"Alojamiento entero: piso en Berlín, Alemania",131,Anfitrión: Philippe,"5,0",10,berlin
Apartamento de lujo de 2 dormitorios en Mitte,"Alojamiento entero: piso en Berlín, Alemania",198,Anfitrión: Ori,,,berlin
Soleado y diseño en Berlin Mitte,"Alojamiento entero: piso en Berlín, Alemania",164,Anfitrión: Matthias,"5,0",204,berlin
402 * Urban Apartment in top area *,"Alojamiento entero: piso en Berlín, Alemania",228,Anfitrión: Douglas,,,berlin
Impresionante loft de diseño en la mejor ubicación de Kreuzberg,"Alojamiento entero: loft en Berlín, Alemania",180,Anfitrión: Pablo,"4,96",26,berlin
Apartamento soleado en la azotea,"Alojamiento entero: piso en Berlín, Alemania",114,Anfitrión: Rositca,"5,0",4,berlin
Loft enorme Berlin-Mitte con baño propio y aire acondicionado,"Habitación privada en: loft en Berlín, Alemania",99,Anfitrión: Robert,"4,99",518,berlin
"Apartamento estudio de diseño con balcón, Berlin Mitte","Alojamiento entero: apartamento con servicios en Berlín, Alemania",139,Anfitrión: Ipartment,,,berlin
Apartamento tipo estudio en la casa con jardín,"Alojamiento entero: piso en Berlín, Alemania",91,Anfitrión: Jan,"4,82",88,berlin
The Spree Condo,"Alojamiento entero: piso en Berlín, Alemania",300,Anfitrión: Dani,,,berlin
Apartamento de la ciudad en Wrangelkiez,"Alojamiento entero: piso en Berlín, Alemania",90,Anfitrión: André,"5,0",24,berlin
Hermoso departamento luminoso y luminoso con balcón/10’ Mitte,"Alojamiento entero en Berlín, Alemania",121,Anfitrión: Ermal,"4,92",26,berlin
Berlín Puro: nuevo moderno y elegante/2 habitaciones/pared/centro,"Alojamiento entero: apartamento con servicios en Berlín, Alemania",213,Anfitrión: Kathrin,"5,0",51,berlin
Creativo + renovado + Cool Bergmannkiez,"Alojamiento entero: piso en Berlín, Alemania",61,Anfitrión: Suites And More,"4,79",327,berlin
Precioso y céntrico,"Alojamiento entero: piso en Berlín, Alemania",,Anfitrión: Mia,,,berlin
Stayery | Estudio moderno cerca de Boxhagener Platz,"Alojamiento entero: apartamento con servicios en Berlín, Alemania",68,Anfitrión: Stayery,"4,76",228,berlin
NIDO DE AVES SOBRE BERLÍN,"Alojamiento entero: apto. residencial en Berlín, Alemania",140,Anfitrión: Siggi,"4,90",73,berlin
numa I Suite Espaciosa en Checkpoint Charlie,"Alojamiento entero: apartamento con servicios en Berlín, Alemania",108,Anfitrión: Numa Arc,"4,63",,berlin
Apartamento de maisonette de 4 habitaciones de Youngster de 50 metros cuadrados cerca del centro,"Alojamiento entero: piso en Berlín, Alemania",,Anfitrión: Fabian,,,berlin
Apartamento tipo estudio único en el monumento,"Alojamiento entero: piso en Berlín, Alemania",80,Anfitrión: Philipp,,,berlin
Apartamento boutique en la azotea de 1237 pies cuadrados en City West,"Alojamiento entero: loft en Berlín, Alemania",121,Anfitrión: Christoph,"4,93",299,berlin
Apartamento de maisonette de 4 habitaciones de Youngster de 50 metros cuadrados cerca del centro,"Alojamiento entero: piso en Berlín, Alemania",123,Anfitrión: Fabian,"4,80",44,berlin
Apartamento ático con terraza en la azotea sobre Berlín,"Alojamiento entero: apto. residencial en Berlín, Alemania",266,Anfitrión: Caroline,"4,90",20,berlin
Acogedor y tranquilo cine boutique en Winskiez,"Alojamiento entero: piso en Berlín, Alemania",138,Anfitrión: Camilla,"4,95",148,berlin
"Loft tranquilo y espacioso, estacionamiento privado disponible","Alojamiento entero: piso en Berlín, Alemania",194,Anfitrión: Flora,"5,0",3,berlin
Bienvenido a tu hogar en Berlín,"Alojamiento entero: piso en Berlín, Alemania",122,Anfitrión: Oliver,"4,94",119,berlin
Habitación tranquila en Berlín en K-Berg,"Alojamiento entero: piso en Berlín, Alemania",90,Anfitrión: Jan,"4,97",31,berlin
Apartamento luminoso y lujoso en el parque,"Alojamiento entero: piso en Berlín, Alemania",97,Anfitrión: Sarah,,,berlin
Penthouse im Graefekiez,"Alojamiento entero: piso en Berlín, Alemania",128,Anfitrión: Stefan,"5,0",5,berlin
"Studio nuthetal, nahe Berlin & Potsdam, Parkplatz","Alojamiento entero: piso en Nuthetal, Alemania",132,Anfitrión: Antje,"4,99",69,berlin
Gran loft de 1 habitación,"Alojamiento entero: loft en Berlín, Alemania",134,Anfitrión: Benjamin,"4,87",,berlin
Enorme Loft Berlin-Mitte con baño privado y aire acondicionado,"Habitación privada en: loft en Berlín, Alemania",97,Anfitrión: Robert,"4,97",445,berlin
Fantástica casa flotante en la ciudad de Berlín,"Casa flotante en Berlín, Alemania",237,Anfitrión: Boat On The River,"4,97",147,berlin
Hermoso departamento con vista a la bahía,"Alojamiento entero: apto. residencial en Berlín, Alemania",130,Anfitrión: Sigrid,"5,0",32,berlin
Elegante nuevo loft II de Berlin-Wall-Apartments,"Alojamiento entero: piso en Berlín, Alemania",158,Anfitrión: Karolina & Philipp,"4,87",134,berlin
Precioso apartamento luminoso de 2 habitaciones en el corazón de Friedrichshain,"Alojamiento entero: piso en Berlín, Alemania",95,Anfitrión: Doris,"4,91",70,berlin
Precioso apartamento antiguo en Kreuzberg,"Alojamiento entero: piso en Berlín, Alemania",94,Anfitrión: Kevin,"4,79",197,berlin
"Apartamento estudio de diseño con balcón, Berlin Mitte","Alojamiento entero: apartamento con servicios en Berlín, Alemania",139,Anfitrión: Ipartment,"5,0",5,berlin
Apartamento tranquilo y acogedor en Samarieterviertel con terraza.,"Alojamiento entero: piso en Berlín, Alemania",149,Anfitrión: Violeta,"4,95",21,berlin
Stayery | Estudio moderno cerca de Boxhagener Platz,"Alojamiento entero: apartamento con servicios en Berlín, Alemania",68,Anfitrión: Stayery,"4,76",228,berlin
El oasis escandinavo,"Alojamiento entero: piso en Berlín, Alemania",200,Anfitrión: Victoria,"4,97",114,berlin
Apartamento estudio en planta baja central,"Alojamiento entero: piso en Berlín, Alemania",89,Anfitrión: Hendrik,"4,92",97,berlin
"Loft tranquilo y espacioso, estacionamiento privado disponible","Alojamiento entero: piso en Berlín, Alemania",194,Anfitrión: Flora,"5,0",3,berlin
Elegante apartamento en el Görli,"Alojamiento entero: piso en Berlín, Alemania",138,Anfitrión: Joseph,"4,90",104,berlin
Precioso apartamento en Mitte,"Alojamiento entero: piso en Berlín, Alemania",88,Anfitrión: Alice,"5,0",8,berlin
Departamento Boutique Ruhiges,"Alojamiento entero: piso en Berlín, Alemania",70,Anfitrión: Mathias,"4,89",9,berlin
794 APARTAMENTO DE LUJO DE UNA HABITACIÓN EN CENTRAL MITTE,"Alojamiento entero: piso en Berlín, Alemania",150,Anfitrión: Tanja,"4,90",20,berlin
Kreuzberger Altbau mit Kachelofen,"Alojamiento entero: piso en Berlín, Alemania",76,Anfitrión: Jan,"4,83",60,berlin
Kreuzberger Perle: luminoso y cerca del agua,"Alojamiento entero: apto. residencial en Berlín, Alemania",203,Anfitrión: Josephine,"5,0",27,berlin
numa I Suite Espaciosa en Checkpoint Charlie,"Alojamiento entero: apartamento con servicios en Berlín, Alemania",108,Anfitrión: Numa Arc,"4,63",,berlin
numa | Habitación moderna con registro de entrada digital,"Alojamiento entero: apartamento con servicios en Berlín, Alemania",87,Anfitrión: Numa Drift,"4,77",,berlin
Elegante oasis en el corazón de Berlín,"Alojamiento entero: piso en Berlín, Alemania",121,Anfitrión: Sacha,"4,88",24,berlin
Altbau en Berlín-Wilmersdorf,"Alojamiento entero: apto. residencial en Berlín, Alemania",72,Anfitrión: Katharina,,,berlin
Apartamento de 2 habitaciones en Friedrichshain,"Alojamiento entero: apto. residencial en Berlín, Alemania",125,Anfitrión: Ursula,"5,0",,berlin
"Apartamento estudio de diseño con balcón, Berlin Mitte","Alojamiento entero: apartamento con servicios en Berlín, Alemania",139,Anfitrión: Ipartment,"5,0",5,berlin
Piso moderno en Neukölln / Kreuzberg,"Alojamiento entero: piso en Berlín, Alemania",99,Anfitrión: Mariam,"4,79",,berlin
moderno y céntrico estudio cerca de Alexanderplatz,"Alojamiento entero: piso en Berlín, Alemania",115,Anfitrión: Julian,"4,82",324,berlin
¡Habitación en casa flotante en el centro!,"Habitación en Berlín, Alemania",65,Quédate con Linus,,,berlin
Creativo + renovado + Cool Bergmannkiez,"Alojamiento entero: piso en Berlín, Alemania",61,Anfitrión: Suites And More,"4,79",327,berlin
Apartamento agradable con cama con dosel y terraza,"Alojamiento entero: piso en Berlín, Alemania",95,Anfitrión: Berat,,,berlin
Apartamento de diseño en el corazón de Mitte,"Alojamiento entero: piso en Berlín, Alemania",122,Anfitrión: Jacopo,"4,87",79,berlin
(estudio),"Habitación privada en: apartamento con servicios en Berlín, Alemania",100,Anfitrión: Nena,"4,77",,berlin
Apartamento espacioso/ Kudamm / City West,"Alojamiento entero: piso en Berlín, Alemania",92,Anfitrión: Thomas,"4,59",59,berlin
Berlin Muellerstr. | Suite L,"Alojamiento entero: piso en Berlín, Alemania",102,Anfitrión: Limehome,"4,75",16,berlin
Impresionante ático moderno en Mitte,"Alojamiento entero: piso en Berlín, Alemania",181,Anfitrión: Ori,,,berlin
795 APARTAMENTO DE LUJO CON TERRAZA EN MITTE,"Alojamiento entero: piso en Berlín, Alemania",150,Anfitrión: Tanja,"4,60",15,berlin
Acogedor apartamento tipo estudio en Friedrichshain,"Alojamiento entero: piso en Berlín, Alemania",70,Anfitrión: Gian Luca,"4,50",,berlin
Acogedor apartamento en Prenzlauerberg,"Alojamiento entero: piso en Berlín, Alemania",84,Anfitrión: Daniel,,,berlin
Apartamento arquitectónico en Kreuzberg,"Alojamiento entero: piso en Berlín, Alemania",78,Anfitrión: Jan,"4,72",457,berlin
Apartamento de diseño moderno,"Alojamiento entero: piso en Berlín, Alemania",89,Anfitrión: Vincent,"4,33",3,berlin
"Nena Apartments Moritzplatz ""estudio""","Habitación en apartahotel en Berlín, Alemania",110,Anfitrión: Nena Apartments Moritzplatz,"4,57",,berlin
Apartamento URBANO 2012 * en el centro de la ciudad,"Alojamiento entero: piso en Berlín, Alemania",249,Anfitrión: Douglas,,,berlin
Apartamento en Berlín Mitte,"Alojamiento entero: piso en Berlín, Alemania",100,Anfitrión: Isabelle,,,berlin
limehome Berlin Stresemannstr | Suite,"Alojamiento entero: piso en Berlín, Alemania",97,Anfitrión: Limehome,"4,43",51,berlin
limehome Berlin Stresemannstr | Suite,"Alojamiento entero: piso en Berlín, Alemania",97,Anfitrión: Limehome,"4,43",51,berlin
Lujoso penthouse prémium de 3 habitaciones en Berlín Mitte,"Alojamiento entero: piso en Berlín, Alemania",115,Anfitrión: Fabian,"4,86",7,berlin
habitación plana azul,"Alojamiento entero: piso en Berlín, Alemania",80,Anfitrión: Henning,,,berlin
Bonito y gran sótanoen el canal kreuzberg,"Alojamiento entero: piso en Berlín, Alemania",76,Anfitrión: Mario,,,berlin
Lake Side Park/Historic/BER /Ư,"Alojamiento entero: piso en Berlín, Alemania",71,Anfitrión: Jan,"4,44",27,berlin
"Piso moderno con Homecinema, Netflix, 2 Min. Tranvía","Alojamiento entero: piso en Berlín, Alemania",147,Anfitrión: Sophie,"4,50",8,berlin
Acogedor apartamento tipo loft en Berlín Wilmersdorf,"Alojamiento entero: piso en Berlín, Alemania",91,Anfitrión: Flo,"4,20",,berlin
"Apartamento chic, céntrico - Ópera alemana","Alojamiento entero: piso en Berlín, Alemania",79,Anfitrión: Erkan,"4,32",65,berlin
Apartamento lujoso y con estilo en el aeropuerto DE BER,"Alojamiento entero: piso en Schönefeld, Alemania",119,Anfitrión: Christian,"5,0",11,berlin
Apartamento céntrico: a 5 minutos de Alexanderplatz.,"Alojamiento entero: piso en Berlín, Alemania",222,Anfitrión: Sophie,,,berlin
Apartamento de diseño en Bergmannkiez,"Alojamiento entero: piso en Berlín, Alemania",150,Anfitrión: Daniel,,,berlin
Estudio de diseño luminoso y cómodo en Neukölln,"Alojamiento entero: piso en Berlín, Alemania",110,Anfitrión: Johannes,"5,0",16,berlin
Apartamento artístico en Kreuzkölln,"Alojamiento entero: piso en Berlín, Alemania",112,Anfitrión: Mariana,,,berlin
Estudio central en Berlín Friedrichshain,"Alojamiento entero: piso en Berlín, Alemania",81,Anfitrión: Gundula,"5,0",94,berlin
Zliving Penthouse,"Alojamiento entero: piso en Berlín, Alemania",520,Anfitrión: Duc,,,berlin
Enorme apartamento de 3 habitaciones en distrito para 2 personas,"Alojamiento entero: piso en Berlín, Alemania",220,Anfitrión: Eli,"5,0",,berlin
Relájate o trabaja +sauna,"Alojamiento entero: piso en Berlín, Alemania",132,Anfitrión: Zaneta,"5,0",4,berlin
"Piso céntrico, acogedor y luminoso en Berlín Mitte","Alojamiento entero: piso en Berlín, Alemania",130,Anfitrión: Paulina,"4,95",22,berlin
Apartamento moderno y luminoso con terraza,"Alojamiento entero: piso en Berlín, Alemania",114,Anfitrión: Ellen,"5,0",,berlin
"estudio, amplio y tranquilo balcón","Alojamiento entero: loft en Berlín, Alemania",145,Anfitrión: Kitty,"4,95",367,berlin
Apartamento tranquilo y acogedor con chimenea y terraza,"Alojamiento entero: apto. residencial en Stahnsdorf, Alemania",80,Anfitrión: Katrin,"5,0",26,berlin
303 * Increíble apartamento en la mejor zona,"Alojamiento entero: piso en Berlín, Alemania",159,Anfitrión: Douglas,,,berlin
Apartamento de lujo de 100 metros cuadrados en excelente ubicación cerca de Ku'Damm,"Alojamiento entero: piso en Berlín, Alemania",316,Anfitrión: Andre,"5,0",,berlin
Berlin Friedrichshain Design Loft Apartment + Garden,"Alojamiento entero: piso en Berlín, Alemania",160,Anfitrión: Jessica,"5,0",41,berlin
Apartamento anexo en el sur de Berlín,"Alojamiento entero: piso en Berlín, Alemania",110,Anfitrión: Dörte,"5,0",48,berlin
Apartamento agradable en Prenzlauer Berg,"Alojamiento entero: piso en Berlín, Alemania",120,Anfitrión: Paulina,"4,95",101,berlin
Amplia habitación en su propio piso + con su propio baño,"Habitación en Berlín, Alemania",97,Anfitrión: Julia,"4,97",34,berlin
Apartamento con encanto en Schöneberg,"Alojamiento entero: piso en Berlín, Alemania",135,Anfitrión: Johannes,"4,97",36,berlin
Apartamento con estilo en Charlottenburg,"Alojamiento entero: piso en Berlín, Alemania",124,Anfitrión: Ori,,,berlin
Acogedor apartamento Prenzlauer Berg,"Alojamiento entero: piso en Berlín, Alemania",114,Anfitrión: Jun,"4,94",394,berlin
¡Siéntete como en tu alojamiento en cuestión de segundos!,"Alojamiento entero: piso en Berlín, Alemania",200,Anfitrión: Nils,"5,0",17,berlin
"Precioso apartamento en Berlín, Friedrichshain","Alojamiento entero: apto. residencial en Berlín, Alemania",230,Anfitrión: Nadja,"5,0",17,berlin
Una joya luminosa,"Alojamiento entero: piso en Berlín, Alemania",88,Anfitrión: Holger Und Eike,"4,91",,berlin
"Chat, apartamento y balcón en el centro del moderno Berlín","Alojamiento entero: piso en Berlín, Alemania",62,Anfitrión: Cannelle,"5,0",18,berlin
Acogedor apartamento en Charlottenburg,"Alojamiento entero: apto. residencial en Berlín, Alemania",154,Anfitrión: Daniel,"5,0",17,berlin
"Habitación: Tranquilo, soleado y con vistas al agua","Habitación en Berlín, Alemania",69,Quédate con Julia,,,berlin
"Chat, apartamento y balcón en el centro del moderno Berlín","Alojamiento entero: piso en Berlín, Alemania",62,Anfitrión: Cannelle,"5,0",18,berlin
Apartamento Motzstraße (1000) con habitación independiente,"Alojamiento entero: piso en Berlín, Alemania",143,Anfitrión: Andrew,"4,92",74,berlin
Una joya luminosa,"Alojamiento entero: piso en Berlín, Alemania",88,Anfitrión: Holger Und Eike,"4,91",,berlin
Acogedor apartamento en Charlottenburg,"Alojamiento entero: apto. residencial en Berlín, Alemania",154,Anfitrión: Daniel,"5,0",17,berlin
"Precioso apartamento en Berlín, Friedrichshain","Alojamiento entero: apto. residencial en Berlín, Alemania",230,Anfitrión: Nadja,"5,0",17,berlin
Paraíso urbano: casa soleada con balcón y gato,"Alojamiento entero: piso en Berlín, Alemania",99,Anfitrión: Lisa,"5,0",41,berlin
"Habitación: Tranquilo, soleado y con vistas al agua","Habitación en Berlín, Alemania",69,Quédate con Julia,,,berlin
Apartamento en Prenzlauer Berg III,"Alojamiento entero: piso en Berlín, Alemania",63,Anfitrión: Frank,"4,92",292,berlin
Típico berlinés,"Habitación en Berlín, Alemania",44,Quédate con Uta,"4,90",10,berlin
Encantador y acogedor apartamento de 1 dormitorio en Neukölln,"Alojamiento entero: apto. residencial en Berlín, Alemania",110,Anfitrión: Julian-Ferdinand,"5,0",10,berlin
Precioso dúplex en el corazón de Berlín (Mitte),"Alojamiento entero: apto. residencial en Berlín, Alemania",191,Anfitrión: Simon,"4,95",99,berlin
Hermoso anexo en el corazón de Falkensee,"Alojamiento entero: apto. residencial en Falkensee, Alemania",129,Anfitrión: Ralf,"4,98",43,berlin
Casa D'Oro beutiful maisonette Apartment,"Alojamiento entero: piso en Berlín, Alemania",277,Anfitrión: Babett,"4,95",196,berlin
"Chic, Calm + Central Residence","Alojamiento entero: piso en Berlín, Alemania",160,Anfitrión: Gerrit,"5,0",4,berlin
Sala de estar soleada con balcón,"Alojamiento entero: piso en Berlín, Alemania",129,Anfitrión: Kuanita,"5,0",7,berlin
Hermoso y gran apartamento cerca de Rosenthaler Platz,"Alojamiento entero: piso en Berlín, Alemania",192,Anfitrión: Dominic,"4,99",96,berlin
Apartamento moderno de 2 habitaciones,"Alojamiento entero: piso en Berlín, Alemania",134,Anfitrión: Nena,,,berlin
"Loft (45 mts2) con terraza, Rummelsburg Bay","Alojamiento entero: apto. residencial en Berlín, Alemania",84,Anfitrión: Mirco,"4,96",107,berlin
Luminoso apartamento de 3 habitaciones en Neukölln,"Alojamiento entero: apto. residencial en Berlín, Alemania",200,Anfitrión: Frederic,"5,0",9,berlin
Experimenta Berlín 2020,"Alojamiento entero: piso en Berlín, Alemania",80,Anfitrión: Sven,"4,95",37,berlin
Adorable casa de huéspedes con alberca y sauna en Pankow,"Alojamiento entero: bungalow en Berlín, Alemania",206,Anfitrión: Thomas & Susanne,"4,98",61,berlin
Apartamento privado Simon-Dach,"Alojamiento entero: apto. residencial en Berlín, Alemania",170,Anfitrión: Joana Karina,"5,0",20,berlin
Piso único en Schillerkiez,"Alojamiento entero: apto. residencial en Berlín, Alemania",141,Anfitrión: Alex,"5,0",37,berlin
Habitación tranquila en un apartamento queer Friendly,"Habitación en Berlín, Alemania",77,Quédate con Julien,"5,0",13,berlin
Apartamento estudio moderno,"Alojamiento entero: piso en Berlín, Alemania",87,Anfitrión: Vincent,"5,0",7,berlin
Vivir en el asentamiento forestal,"Alojamiento entero: apto. residencial en Blankenfelde-Mahlow, Alemania",70,Anfitrión: Petra,"5,0",22,berlin
Apartamento acogedor y tranquilo en Berlín cerca del transporte público,"Alojamiento entero: piso en Berlín, Alemania",77,Anfitrión: Anica,"4,94",100,berlin
Estudio en Prenzlauer Berg,"Alojamiento entero: piso en Berlín, Alemania",81,Anfitrión: Mostafa,,,berlin
Edificio antiguo de diseño recién reformado,"Alojamiento entero: piso en Berlín, Alemania",150,Anfitrión: Indra,"5,0",8,berlin
ACOGEDOR ALOJAMIENTO,"Alojamiento entero: piso en Berlín, Alemania",140,Anfitrión: Vera,"5,0",7,berlin
The Luxury Orchid Home,"Alojamiento entero: piso en Berlín, Alemania",249,Anfitrión: Claas,"5,0",,berlin
