name;category;price_per_night;host;rating;reviews;city;country
Apartamento de lujo en pleno Berlín 4;Alojamiento entero;90.0; Wuang;0.0;0.0;Berlin;Alemania
Increíble apartamento por P&M en Prenzlauer Berg;Alojamiento entero;141.0; Polina;4.84;176.0;Berlin;Alemania
Apartamento para 8 personas en el centro;Alojamiento entero;215.0; Svitlana;4.8;5.0;Berlin;Alemania
Bonito apartamento y bonito lugar;Alojamiento entero;122.0; Lana;0.0;0.0;Berlin;Alemania
Heartbeat of Berlin: Stay by East Side Gallery.;Alojamiento entero;300.0; Markus;4.91;11.0;Berlin;Alemania
Apartamento antiguo en Neukölln cerca de Tempelhofer Feld;Alojamiento entero;197.0; Ferhat Leon;5.0;13.0;Berlin;Alemania
Apartamento 3 al lado de Warschauer Platz y Spree;Alojamiento entero;102.0; Lev;4.7;23.0;Berlin;Alemania
Apartamento de 3 habitaciones B1;Alojamiento entero;170.0; Duc Son;4.64;176.0;Berlin;Alemania
405 * Apartamento urbano en la zona superior *;Alojamiento entero;246.0; Douglas;0.0;0.0;Berlin;Alemania
primeflats - Apartment Langhans Berlin Weißensee;Alojamiento entero;126.0; Primeflats;0.0;0.0;Berlin;Alemania
Apartamento 1 junto a Warschauer Platz and Spree;Habitación;109.0; Lev;4.84;25.0;Berlin;Alemania
2Rms GRAN piso centro de la ciudad Mitte1A ubicación privilegiada;Alojamiento entero;183.0; Lana;4.47;83.0;Berlin;Alemania
Acogedor apartamento cerca de la Isla de los Museos. Entrada independiente.;Alojamiento entero;200.0; Lyudmila;4.69;61.0;Berlin;Alemania
2132 * Lugares emblemáticos del centro de la ciudad;Alojamiento entero;372.0; Douglas;0.0;0.0;Berlin;Alemania
Apartamento XXL en el corazón de Berlín en Alexander Platz;Alojamiento entero;167.0; Stefan;4.48;0.0;Berlin;Alemania
NUEVO Y ACOGEDOR GRAN CENTRO@ROSENTHALER PLATZ;Alojamiento entero;283.0; Eugen;4.67;105.0;Berlin;Alemania
Hotel Comenius - Mezzanine Double Bed and Bunkbed;Habitación;139.0; Marco;4.59;17.0;Berlin;Alemania
Una habitación en la mano;Habitación;45.0; Abdalla;0.0;0.0;Berlin;Alemania
Acogedor apartamento tipo estudio en Friedrichshain;Alojamiento entero;65.0; Gian Luca;4.5;0.0;Berlin;Alemania
Apartamento arquitectónico en Kreuzberg;Alojamiento entero;78.0; Jan;4.72;457.0;Berlin;Alemania
numa I Suite Espaciosa en Checkpoint Charlie;Alojamiento entero;96.0; Numa Arc;4.63;0.0;Berlin;Alemania
Piso acogedor y tranquilo en Prenzlauer Berg;Alojamiento entero;103.0; Lisa;4.92;12.0;Berlin;Alemania
numa | Habitación moderna con registro de entrada digital;Alojamiento entero;93.0; Numa Drift;4.77;0.0;Berlin;Alemania
Apartamento Kiez en Alexanderplatz!;Alojamiento entero;86.0; Arthur;4.64;14.0;Berlin;Alemania
numa | Acogedor estudio en la vibrante Friedrichshain;Alojamiento entero;82.0; Numa Boxer;4.71;0.0;Berlin;Alemania
Stayery | Estudio moderno cerca de Boxhagener Platz;Alojamiento entero;87.0; Stayery;4.74;830.0;Berlin;Alemania
Apartamento para 3 personas en el centro;Alojamiento entero;102.0; Svitlana;5.0;3.0;Berlin;Alemania
Acogedor Apartamento Tranquilo en Centro de Berlín;Alojamiento entero;96.0; Lars;4.64;184.0;Berlin;Alemania
Generador Mitte: cama en un dormitorio de 4 camas.;Habitación;32.0; Generator;4.43;1224.0;Berlin;Alemania
4 Elegante, fresco, encantador, decorado, moderno;Alojamiento entero;100.0; Dietrich;4.66;271.0;Berlin;Alemania
Hermoso studio en Viktoria Park;Alojamiento entero;99.0; Fulvia;4.42;187.0;Berlin;Alemania
Hay algo especial .;Alojamiento entero;78.0; BerlinSurfHostel;4.75;487.0;Berlin;Alemania
Rosenthaler Platz 60qm Loft Flat;Alojamiento entero;76.0; Howy;4.83;147.0;Berlin;Alemania
numa | Habitación doble moderna en la animada Charlottenburg;Alojamiento entero;80.0; Numa Savi;4.71;0.0;Berlin;Alemania
Hay algo especial .;Alojamiento entero;78.0; BerlinSurfHostel;4.75;487.0;Berlin;Alemania
Top Spot in Mitte;Alojamiento entero;216.0; Martin;4.83;416.0;Berlin;Alemania
Apartamento pequeño pero bonito;Alojamiento entero;75.0; Reno;4.3;430.0;Berlin;Alemania
Acogedor apartamento pequeño en Friedrichshain;Alojamiento entero;120.0; Selina;0.0;0.0;Berlin;Alemania
Apartamento de 2 habitaciones A2;Alojamiento entero;146.0; Duc Son;4.54;59.0;Berlin;Alemania
En Alexanderplatz con una vista de la torre de televisión!;Alojamiento entero;96.0; Arthur;4.43;14.0;Berlin;Alemania
¡Justo en Alexanderplatz!;Alojamiento entero;99.0; Arthur;4.84;77.0;Berlin;Alemania
Apartamento nuevo en el corazón de Friedrichshain;Alojamiento entero;173.0; Sebghatullah;5.0;4.0;Berlin;Alemania
Apartamento de lujo en pleno Berlín 7;Alojamiento entero;90.0; Wuang;5.0;3.0;Berlin;Alemania
Acogedor estudio 4 huéspedes tranquilos solo con StayBearlin;Alojamiento entero;132.0; Alan & Kasia StayBearlin;4.61;294.0;Berlin;Alemania
mejor situado Apartamento/Bergmannkiez/Potsdamer Platz;Alojamiento entero;100.0; Pascal;4.54;230.0;Berlin;Alemania
Apartamento en el último piso de Berlín;Alojamiento entero;85.0; Peter;4.48;433.0;Berlin;Alemania
Neukölln ... ¡muy especial!Apto. No.4;Alojamiento entero;66.0; BerlinSurfHostel;4.72;222.0;Berlin;Alemania
Apartamento elegante y amigable con la música;Alojamiento entero;79.0; Natalia;4.82;203.0;Berlin;Alemania
Nuevo apartamento de arquitectura en el centro de Berlín;Alojamiento entero;129.0; Fiete;5.0;3.0;Berlin;Alemania
Central Stylish Sweet Studio G;Alojamiento entero;102.0; Sam;4.75;135.0;Berlin;Alemania
Flattering Berlin 4-7;Alojamiento entero;161.0; Flattering;4.37;30.0;Berlin;Alemania
Alojamiento con encanto en Kreuzberg;Alojamiento entero;110.0; Kevin;4.84;323.0;Berlin;Alemania
Impresionante loft de diseño en la mejor ubicación de Kreuzberg;Alojamiento entero;180.0; Pablo;4.96;26.0;Berlin;Alemania
Apartamento de 2 habitaciones A4;Alojamiento entero;110.0; Duc Son;4.48;120.0;Berlin;Alemania
Apartamento de 1 habitación;Alojamiento entero;68.0; Oussama;0.0;0.0;Berlin;Alemania
Doble Hotel Gat Point Charlie Berlin;Habitación;102.0; Hotel Gat Point Charlie;4.56;1005.0;Berlin;Alemania
Kreuzberg...muy especial!!;Alojamiento entero;94.0; BerlinSurfHostel;4.76;506.0;Berlin;Alemania
Saludos, entonces el hotel;Alojamiento entero;115.0; Bilal;3.8;5.0;Berlin;Alemania
Apartamento agradable en Prenzlauer Berg;Alojamiento entero;120.0; Paulina;4.95;101.0;Berlin;Alemania
Acogedor apartamento hippie en Neukölln;Alojamiento entero;120.0; Maria;4.73;11.0;Berlin;Alemania
¡PRECIO ESPECIAL! ¡Zona de Boxi! piso de 5 personas;Alojamiento entero;86.0; Bert;4.7;274.0;Berlin;Alemania
Apartamento de lujo en pleno Berlín 5;Alojamiento entero;90.0; Wuang;0.0;0.0;Berlin;Alemania
NUEVO - Hermoso loft en el patio trasero directamente en Kreuzberg;Alojamiento entero;115.0; Kevin;4.82;188.0;Berlin;Alemania
Bonito y gran sótanoen el canal kreuzberg;Alojamiento entero;97.0; Mario;0.0;0.0;Berlin;Alemania
acogedor y tranquilo apartamento junto a Berghain;Alojamiento entero;144.0; Jana;4.67;0.0;Berlin;Alemania
Acogedor loft, ideal para disfrutar de Berlín;Alojamiento entero;122.0; Marc;4.63;129.0;Berlin;Alemania
Apartamento A3 de 1 habitación;Alojamiento entero;90.0; Duc Son;4.62;79.0;Berlin;Alemania
Apartamento de vacaciones en Berlin Mitte-Wedding;Alojamiento entero;95.0; Steffi;4.32;365.0;Berlin;Alemania
Estudio en el centro de KREUZBERG *Legal*;Alojamiento entero;63.0; Xperior;4.47;294.0;Berlin;Alemania
Apto. 3 • céntrico • metro • terraza;Alojamiento entero;131.0; Derek;0.0;0.0;Berlin;Alemania
Estudio en el centro de KREUZBERG *Legal*;Alojamiento entero;63.0; Xperior;4.47;294.0;Berlin;Alemania
204 * El mejor lugar para estar en el centro de la ciudad *;Alojamiento entero;264.0; Douglas;0.0;0.0;Berlin;Alemania
Apartamento de vacaciones en Berlin Mitte-Wedding;Alojamiento entero;95.0; Steffi;4.32;365.0;Berlin;Alemania
Apto. 3 • céntrico • metro • terraza;Alojamiento entero;131.0; Derek;0.0;0.0;Berlin;Alemania
Acogedor apartamento cerca de relajantes CAFETERÍAS VERDES;Alojamiento entero;138.0; Frank;4.76;168.0;Berlin;Alemania
Ap Kreuzberg, 4 dormitorios únicos;Alojamiento entero;129.0; Florian;0.0;0.0;Berlin;Alemania
numa I Habitación para 2 personas en Checkpoint Charlie;Alojamiento entero;134.0; Numa Arc;4.65;0.0;Berlin;Alemania
Apartamento en Berlin Moabit con terraza;Alojamiento entero;96.0; Bilal;4.88;17.0;Berlin;Alemania
Apartamento de edificio antiguo P-Berg con balcón.;Habitación;80.0; Marcel;5.0;13.0;Berlin;Alemania
Habitación en Berlín | PrenzlBerg 11;Habitación;99.0; Sotirios;4.67;12.0;Berlin;Alemania
Berlinkiez;Alojamiento entero;164.0; Favorent;5.0;7.0;Berlin;Alemania
B182 Wilmersdorf City West - 67m²;Alojamiento entero;130.0; Jörn;4.44;257.0;Berlin;Alemania
numa | Suite contemporánea en Berlín Wilmersdorf;Alojamiento entero;134.0; Numa Novela;4.64;0.0;Berlin;Alemania
Acogedor apartamento con estilo y cama LOFT S;Alojamiento entero;91.0; Sam;4.87;55.0;Berlin;Alemania
1 habitación I 44m² I Balcón I Comfort;Alojamiento entero;109.0; Raja Jooseppi;4.86;36.0;Berlin;Alemania
NEW FANCE FLAT CITY CENTER MITTE BEST LOCATION;Alojamiento entero;165.0; Eugen;4.6;169.0;Berlin;Alemania
Piso atractivo cerca de Charlottenburg y del centro de la ciudad;Alojamiento entero;119.0; Tony;4.5;0.0;Berlin;Alemania
Loft en el corazón de Berlín 1.1;Alojamiento entero;118.0; Martina & Charlotte (MaCha);4.84;273.0;Berlin;Alemania
Piso atractivo cerca de Charlottenburg y del centro de la ciudad;Alojamiento entero;119.0; Tony;4.5;0.0;Berlin;Alemania
Sala de visitas con jardín;Habitación;47.0;Björn;0.0;0.0;Berlin;Alemania
Gran apartamento en la mejor ubicación de Berlín.;Alojamiento entero;95.0; Miguel;4.7;10.0;Berlin;Alemania
Maravilloso apartamento en el centro de Berlín, Charlottenburg;Alojamiento entero;85.0; Alessa;4.8;10.0;Berlin;Alemania
Demasiado bueno para ser verdad: ¡Berlín Friedrichshain!;Alojamiento entero;80.0; Apostolos;4.91;434.0;Berlin;Alemania
Apartamento de maisonette de 4 habitaciones de Youngster de 50 metros cuadrados cerca del centro;Alojamiento entero;166.0; Fabian;4.8;44.0;Berlin;Alemania
moderno y céntrico estudio cerca de Alexanderplatz;Alojamiento entero;115.0; Julian;4.82;325.0;Berlin;Alemania
Apartamento estudio moderno;Alojamiento entero;87.0; Vincent;5.0;7.0;Berlin;Alemania
7 estilo loft, muy bien decorado, barrio animado;Alojamiento entero;118.0; Dietrich;4.93;75.0;Berlin;Alemania
Apartamento R Prenzl. Berg cerca de Alexander Platz;Alojamiento entero;210.0; Georgy;4.63;40.0;Berlin;Alemania
Habitación privada en el centro de Friedrichshain;Habitación;70.0;Markus;4.84;25.0;Berlin;Alemania
Departamentos Engelfittich;Alojamiento entero;140.0; Oliver;4.63;92.0;Berlin;Alemania
Ciudad de Berlín 2;Alojamiento entero;74.0; Murat;0.0;0.0;Berlin;Alemania
numa I Apartamento familiar con vistas a Warschauer Straße;Alojamiento entero;154.0; Numa Kater;4.47;0.0;Berlin;Alemania
103 * GRAN apartamento en el centro de la ciudad;Alojamiento entero;210.0; Douglas;0.0;0.0;Berlin;Alemania
Acogedor apartamento estudio en el centro;Alojamiento entero;130.0; Mia;4.88;8.0;Berlin;Alemania
Céntrico, acogedor y único;Alojamiento entero;130.0; Henrik;4.87;711.0;Berlin;Alemania
Un acogedor estudio FridayBerlin;Alojamiento entero;100.0; Agnieszka;4.61;311.0;Berlin;Alemania
Bonito y tranquilo apartamento en Berlín-Mitte;Alojamiento entero;105.0; Hans;4.81;274.0;Berlin;Alemania
Acogedor apartamento estudio en el centro;Alojamiento entero;130.0; Mia;4.88;8.0;Berlin;Alemania
Bonito apartamento de vacaciones en Berlin-Mitte;Alojamiento entero;95.0; Hans;4.83;364.0;Berlin;Alemania
Apartamento de alta calidad en Kiez-Kreuzberg / Berlin-4L;Alojamiento entero;149.0; Tuncay;4.74;38.0;Berlin;Alemania
Pulsing loft en Kreuzberg;Alojamiento entero;156.0; Martina & Charlotte (MaCha);4.76;321.0;Berlin;Alemania
Super-City-Apartamento 1&2 am Checkpoint Charlie;Alojamiento entero;180.0; Axel;4.85;122.0;Berlin;Alemania
BIG CENTRAL BERLIN CITY MITTE 4RMS FLAT 1ALOCATION;Alojamiento entero;281.0; Lana;4.35;79.0;Berlin;Alemania
Apartamento en bosque de abedul en una calle tranquila en Moabit (Mitte);Alojamiento entero;75.0; Hilda;0.0;0.0;Berlin;Alemania
"Apartamento del piso superior ""MAJAKOWSKIRING""";Alojamiento entero;150.0; Ines;4.84;280.0;Berlin;Alemania
Loft en el corazón de Berlín 1.2;Alojamiento entero;142.0; Martina & Charlotte (MaCha);4.82;180.0;Berlin;Alemania
Apartamento 9 am Görlitzer Park Berlin - Kreuzberg;Alojamiento entero;145.0; Stella;4.78;227.0;Berlin;Alemania
numa | Suite elegante y espaciosa en Boxhagener Platz;Alojamiento entero;117.0; Numa | Sketch;4.67;0.0;Berlin;Alemania
Estudio de artista en Berlín - Prenzlauer Berg;Alojamiento entero;120.0; Georg;4.91;22.0;Berlin;Alemania
Auténtico y espacioso apartamento tipo loft, muy céntrico;Alojamiento entero;150.0; Jonas;4.66;113.0;Berlin;Alemania
Impresionante apartamento de 2 dormitorios en Prenzlauerberg;Alojamiento entero;129.0; Mike;4.76;220.0;Berlin;Alemania
Amplio apartamento de destilería de ginebra central;Alojamiento entero;146.0; David;4.84;134.0;Berlin;Alemania
"En el corazón de Neuköllner Kiez ;)Real Berlin Feeling!";Alojamiento entero;95.0; Villiam;5.0;10.0;Berlin;Alemania
Acogedor apartamento para 3 personas en el corazón de Berlín;Alojamiento entero;105.0; Mia;4.57;103.0;Berlin;Alemania
#509 Sé mi huésped;Alojamiento entero;102.0; Apartmently;4.92;25.0;Berlin;Alemania
"En el corazón de Neuköllner Kiez ;)Real Berlin Feeling!";Alojamiento entero;95.0; Villiam;5.0;10.0;Berlin;Alemania
Central Chestnut-Tree Garden House;Alojamiento entero;142.0; David;4.68;190.0;Berlin;Alemania
Apartamento acogedor junto al arroyo Cerca de autobuses y autobuses;Alojamiento entero;119.0; Alex;4.51;0.0;Berlin;Alemania
City Garden Flat In Green Kreuzberg - Nuevo;Alojamiento entero;84.0; Carsten;4.89;240.0;Berlin;Alemania
Apartamento artístico en Kreuzkölln;Alojamiento entero;112.0; Mariana;0.0;0.0;Berlin;Alemania
Apartamento en el centro de Berlín!;Alojamiento entero;130.0; Johann;4.89;93.0;Berlin;Alemania
Bonito apartamento en Prenzlauer Berg;Alojamiento entero;168.0; Stella;4.89;9.0;Berlin;Alemania
Alojamiento único en el centro de Berlín;Alojamiento entero;137.0; Spreeresidence;4.53;158.0;Berlin;Alemania
Mitte Berlin;Alojamiento entero;126.0; Wuang;4.0;4.0;Berlin;Alemania
Apart. Kudamm Seitenstr. 4Pax;Alojamiento entero;130.0; Emil;0.0;0.0;Berlin;Alemania
#505 Sé mi huésped;Alojamiento entero;128.0; Apartmently;4.82;76.0;Berlin;Alemania
Acogedora habitación privada en Berlín;Habitación;94.0;Yamen;4.92;12.0;Berlin;Alemania
Apartamento de 3 dormitorios en Kreuzberg;Alojamiento entero;192.0; Dennis;5.0;9.0;Berlin;Alemania
Apartamento céntrico y espacioso para artistas cerca del parque;Alojamiento entero;95.0; Lars;4.69;133.0;Berlin;Alemania
Apartamento en Berlín♡ Oriental en Friedrichshain ♡;Alojamiento entero;125.0; Arne;4.78;0.0;Berlin;Alemania
Apartamento para familias en el corazón de Berlín;Alojamiento entero;95.0; Annett;4.93;27.0;Berlin;Alemania
Acogedor estudio en Berlín;Habitación;68.0; Hassan;5.0;0.0;Berlin;Alemania
2,5 Habitaciones con patio y balcones;Alojamiento entero;150.0; Sara;4.71;187.0;Berlin;Alemania
Acogedora habitación en el corazón de Prenzlauer Berg;Alojamiento entero;96.0; Ana;4.78;0.0;Berlin;Alemania
Apartamento tipo estudio en Berlín Prenzlauer Berg;Alojamiento entero;98.0; Daniel;4.9;221.0;Berlin;Alemania
Apartamento de 3 dormitorios en Kreuzberg;Alojamiento entero;192.0; Dennis;5.0;9.0;Berlin;Alemania
Acogedor apartament de Berlín, junto al museo de la muralla;Alojamiento entero;225.0; Oliver;4.25;155.0;Berlin;Alemania
Tranquilo y bien en Friedrichshain;Alojamiento entero;81.0; Apostolos;4.94;476.0;Berlin;Alemania
justo en la estación de S-Bahn (tren de cercanías) Schönhauser Allee -Top Lage-;Alojamiento entero;110.0; Ahmad;4.68;56.0;Berlin;Alemania
Bonito apartamento en Berlín;Alojamiento entero;100.0; Ozmen;4.67;3.0;Berlin;Alemania
Habitación triple con balcón 1.2 (1er piso);Habitación;60.0; Claudius;4.34;275.0;Berlin;Alemania
Berlín, como en casa;Alojamiento entero;89.0; Gabriele;4.95;38.0;Berlin;Alemania
Amplio apartamento central de 3 habitaciones con gimnasio y área de juego;Alojamiento entero;205.0; Raffaela;4.89;94.0;Berlin;Alemania
Loft con Garten;Alojamiento entero;131.0; Emanuela;4.27;26.0;Berlin;Alemania
Elegante apartamento vintage en Kreuzberg;Alojamiento entero;147.0; Tuncay;5.0;0.0;Berlin;Alemania
Piso de diseño en el centro de la ciudad *legal*;Alojamiento entero;90.0; Xperior;4.55;0.0;Berlin;Alemania
Attic Loft in Historic Factory;Alojamiento entero;245.0; Stephan;4.92;151.0;Berlin;Alemania
Hermoso, acogedor, con mucho estilo y antiguo;Alojamiento entero;218.0; Alexandros;5.0;18.0;Berlin;Alemania
Apartamento de 1 dormitorio en Prenzlauer Berg con StayBearlin;Alojamiento entero;180.0; Alan & Kasia StayBearlin;4.78;198.0;Berlin;Alemania
Apartamento loft en el centro;Alojamiento entero;108.0; Mia;4.62;98.0;Berlin;Alemania
Tilda - Apartamento;Alojamiento entero;91.0; Steffi;4.93;172.0;Berlin;Alemania
Apartamento estudio en Berlín Mitte;Alojamiento entero;92.0; Dominik;5.0;31.0;Berlin;Alemania
L. Acogedor apartamento de una habitación/ 3 huéspedes;Alojamiento entero;109.0; Katrin;4.68;84.0;Berlin;Alemania
Bohemian Neukölln 3Room @ Schillerkiez;Alojamiento entero;125.0; Neta;4.6;177.0;Berlin;Alemania
Loft 1.4 en el corazón de Berlín;Alojamiento entero;142.0; Martina & Charlotte (MaCha);4.8;221.0;Berlin;Alemania
ESTUDIO ACOGEDOR Y LIMPIO CON AMBIENTE;Alojamiento entero;84.0; Celly;4.58;253.0;Berlin;Alemania
Precioso y céntrico;Alojamiento entero;111.0; Mia;0.0;0.0;Berlin;Alemania
Directamente en Potsdamer Platz;Alojamiento entero;110.0; Arthur;4.78;63.0;Berlin;Alemania
Acogedor apartamento de 2 dormitorios en el centro de Berlín;Alojamiento entero;126.0; Lana;4.43;58.0;Berlin;Alemania
Nostalgia - Precioso piso en el corazón de Berlín;Alojamiento entero;109.0; Anna;4.77;438.0;Berlin;Alemania
Apartamento de vacaciones en el centro de la ciudad;Alojamiento entero;120.0; Frank;4.78;431.0;Berlin;Alemania
COZY-URBAN-CHIC: 2 dormitorios, 2 baños, 87 m2;Alojamiento entero;149.0; Robert;4.86;141.0;Berlin;Alemania
apartamento moderno y luminoso de 72m ² en Crellekiez;Alojamiento entero;153.0; Jens;4.8;102.0;Berlin;Alemania
apartamento acogedor 5;Alojamiento entero;128.0; Martina & Charlotte (MaCha);4.58;120.0;Berlin;Alemania
Apartamento urbano maravilloso;Alojamiento entero;121.0; Amélie;4.71;59.0;Berlin;Alemania
Airy Berlin Loft con muebles vintage de los 90;Alojamiento entero;121.0; Mia;4.8;104.0;Berlin;Alemania
Apartamento grande de 2 dormitorios en Berlín PrenzlauerBerg;Alojamiento entero;189.0; Vanni;4.93;147.0;Berlin;Alemania
Estudio de ático inspirado en la Bauhaus;Alojamiento entero;121.0; Mia;4.68;104.0;Berlin;Alemania
Apartamento urbano maravilloso;Alojamiento entero;121.0; Amélie;4.71;59.0;Berlin;Alemania
Apartamento grande de 2 dormitorios en Berlín PrenzlauerBerg;Alojamiento entero;189.0; Vanni;4.93;147.0;Berlin;Alemania
2 • céntrico • metro • terraza;Alojamiento entero;112.0; Derek;4.35;65.0;Berlin;Alemania
Airy Berlin Loft con muebles vintage de los 90;Alojamiento entero;121.0; Mia;4.8;104.0;Berlin;Alemania
estudio luminoso en Schöneberg junto a la ciudad de Berlín;Alojamiento entero;133.0; Jens;4.9;217.0;Berlin;Alemania
Estudio de ático inspirado en la Bauhaus;Alojamiento entero;121.0; Mia;4.68;104.0;Berlin;Alemania
Apartamento soleado cerca de Potsdamer Platz/Bergmannkiez;Alojamiento entero;110.0; Pascal;4.69;245.0;Berlin;Alemania
NUEVO: Oasis urbano: elegante apartamento de Homely;Alojamiento entero;208.0; Noam;4.83;6.0;Berlin;Alemania
Estilo industrial más llegada autónoma más Street Par;Alojamiento entero;146.0; Flo;4.18;0.0;Berlin;Alemania
Acogedor apartamento restaurado en el corazón de Berlín;Alojamiento entero;125.0; Kim;4.58;67.0;Berlin;Alemania
Berlin Home ** Acogedor ycéntrico;Alojamiento entero;105.0; Berlin;4.59;140.0;Berlin;Alemania
Casa de 2 dormitorios en Prenzlauerberg;Alojamiento entero;257.0; David;5.0;3.0;Berlin;Alemania
Ojalá estuvieras aquí;Habitación;127.0; Old Town Hotel;4.7;0.0;Berlin;Alemania
Apartamento en un patio de artistas románticos;Alojamiento entero;125.0; Rosa;4.84;101.0;Berlin;Alemania
Apartamento exclusivo de un dormitorio;Alojamiento entero;107.0; Thomas;4.66;237.0;Berlin;Alemania
Casa limpia y con estilo en el centro de Berlín-Kreuzberg.;Alojamiento entero;119.0; Yaz;4.74;428.0;Berlin;Alemania
Mejor zona, apartamento grande y soleado con dos gatos;Alojamiento entero;120.0; Masha;4.85;27.0;Berlin;Alemania
Elegante y colorido apartamento en FH-K;Alojamiento entero;146.0; Josef;4.62;244.0;Berlin;Alemania
Elegante y colorido apartamento en FH-K;Alojamiento entero;146.0; Josef;4.62;244.0;Berlin;Alemania
LA mejor ubicación: Kreuzberg Bergmann Kiez / Tranquilo;Alojamiento entero;83.0; Rooms Of Paradise;4.53;55.0;Berlin;Alemania
La mejor ubicación cerca de Kürfürstendamm FeWo Exclusive;Alojamiento entero;108.0; Waltraud;4.98;59.0;Berlin;Alemania
Apartamento céntrico y tranquilo en la isla de los museos;Alojamiento entero;83.0; Jonas;4.55;58.0;Berlin;Alemania
Kreuzberg- en el corazón de Berlín4;Alojamiento entero;128.0; Martina & Charlotte (MaCha);4.81;158.0;Berlin;Alemania
10965 Berlin Kreuzberg 4-8 personas;Alojamiento entero;145.0; Ralph;4.69;412.0;Berlin;Alemania
Increíble estudio en Bergmannkiez;Alojamiento entero;98.0; Fulvia;4.6;0.0;Berlin;Alemania
#506 Sé mi huésped;Alojamiento entero;106.0; Apartmently;4.8;41.0;Berlin;Alemania
Acogedor apartamento cerca de la estación central;Alojamiento entero;103.0; René;0.0;0.0;Berlin;Alemania
Acogedor estudio para 3 huéspedes, terraza;Alojamiento entero;109.0; Katrin;4.7;70.0;Berlin;Alemania
Apartamento en Friedrichshain. Propiedad comercial;Alojamiento entero;93.0; Tamara;4.87;326.0;Berlin;Alemania
Todo el apartamento 4 que en el corazón de Berlín;Alojamiento entero;147.0; Paul;4.49;0.0;Berlin;Alemania
New Spacious Central Heart apt + center of Berlin;Alojamiento entero;140.0; Alex;4.73;147.0;Berlin;Alemania
Apartamento «bosque verde» en una ubicación absolutamente privilegiada;Alojamiento entero;71.0; Hilda;4.5;4.0;Berlin;Alemania
Habitación de hotel en Berlín | Prenzlauer Berg | 7 | NUEVO;Alojamiento entero;99.0; Sotirios;4.33;192.0;Berlin;Alemania
2. Acogedor apartamento de una habitación con terraza.;Alojamiento entero;109.0; Katrin;4.63;92.0;Berlin;Alemania
Apartamento central de diseño con estacionamiento y terraza.;Alojamiento entero;131.0; Claudia;0.0;0.0;Berlin;Alemania
Habitación privada única en un precioso edificio restaurado;Alojamiento entero;68.0; Thomas;4.77;196.0;Berlin;Alemania
Apartamento de 2 dormitorios para familias/huéspedes tranquilos. StayBearlin;Alojamiento entero;180.0; Alan & Kasia StayBearlin;4.58;292.0;Berlin;Alemania
Habitación privada única en un precioso edificio restaurado;Alojamiento entero;68.0; Thomas;4.77;196.0;Berlin;Alemania
Apartamento en la planta baja Neukölln/Kreuzberg;Alojamiento entero;90.0; Stephan;4.38;228.0;Berlin;Alemania
VIDA URBANA 3, mejor zona de Berlín Friedrichshain;Alojamiento entero;120.0; Fadeih;4.92;193.0;Berlin;Alemania
Apartamento acogedor autónomo;Alojamiento entero;88.0; Iulia;5.0;11.0;Berlin;Alemania
GreatStay - Torstr. 95 primer piso hasta 4 personas;Alojamiento entero;204.0; Yoren;4.64;73.0;Berlin;Alemania
Apartamento central cerca de Ostkreuz;Alojamiento entero;63.0; Bernhard;4.25;256.0;Berlin;Alemania
L Central Berlin-Kreuzberg, Limpio, acogedor, conectado;Alojamiento entero;156.0; Yaz;4.71;406.0;Berlin;Alemania
Oasis de 2 dormitorios, PrenzlauerBerg;Alojamiento entero;201.0; Kate;4.84;0.0;Berlin;Alemania
5 Elegante, clásico, chic, precioso distrito de decoración moderna;Alojamiento entero;100.0; Dietrich;4.58;266.0;Berlin;Alemania
Nuevo apartamento de diseño con estilo, centro de la ciudad Boxhagener St;Alojamiento entero;197.0; Andre;4.7;0.0;Berlin;Alemania
Centro de la ciudad único 2Rms Mitte Rosenthaler Platz;Alojamiento entero;147.0; Eugen;4.46;129.0;Berlin;Alemania
Neukölln... ¡muy especial!Apto. No.3;Alojamiento entero;106.0; BerlinSurfHostel;4.76;297.0;Berlin;Alemania
Apartamento en el corazón de Prenzlauer Berg;Alojamiento entero;170.0; Carlos;4.67;0.0;Berlin;Alemania
Loft en el corazón de Berlín 1.3;Alojamiento entero;142.0; Martina & Charlotte (MaCha);4.79;222.0;Berlin;Alemania
Apartamento doble en Frankfurter Allee;Alojamiento entero;102.0; Flo;0.0;0.0;Berlin;Alemania
Apartamento Parkview Grande Suite II;Alojamiento entero;140.0; Stefan;4.77;145.0;Berlin;Alemania
VIDA URBANA 2, mejor zona de Berlín Friedrichshain;Alojamiento entero;128.0; Fadeih;4.9;153.0;Berlin;Alemania
Apartamento de 3 habitaciones3/Potsdamer Pl.;Habitación;197.0; Hans;3.89;9.0;Berlin;Alemania
Apartamento en Prenzlauer Berg;Alojamiento entero;90.0; David;4.81;27.0;Berlin;Alemania
1. Elegante, acogedor, con una decoración encantadora, un distrito moderno;Alojamiento entero;119.0; Dietrich;4.73;535.0;Berlin;Alemania
Encantador apartamento urbano en el barrio de Kreuzberg Berlín-3R;Alojamiento entero;165.0; Tuncay;4.89;36.0;Berlin;Alemania
Apartamento 3 en Kreuzberg en el Görlitzer Parc;Alojamiento entero;185.0; Stella;4.75;191.0;Berlin;Alemania
Apartamento estudio en planta baja central;Alojamiento entero;89.0; Hendrik;4.92;98.0;Berlin;Alemania
